ID,band,status,word,Pos,COCA-All,COCA-Acad,ratio,disp,range
11368,23,x,inspiring,j,1602,390,0.852446731322438,0.928079707854373,9
11369,23,x,morphological,j,410,390,3.33077966726474,0.814960153756479,6
11370,23,r,Newtonian,j,447,390,3.05507754715558,0.744875016126508,2
11371,23,x,antidote,n,1217,390,1.12211969069724,0.915341411202778,9
11372,23,x,backer,n,1863,390,0.73302182693427,0.894062952335136,7
11373,23,r,beggar,n,1288,390,1.0602637139585,0.632751648555295,6
11374,23,x,communicator,n,1038,390,1.31562588013347,0.781332068086747,8
11375,23,r,droplet,n,1037,390,1.31689456468519,0.727901432424393,3
11376,23,y,dynamism,n,587,390,2.32643894987827,0.88033021966243,7
11377,23,y,generality,n,561,390,2.43425964987263,0.900403046124917,8
11378,23,r,graffiti,n,2066,390,0.660996933000264,0.789037871614222,8
11379,23,y,preponderance,n,670,390,2.03823830384858,0.883425894928277,8
11380,23,x,rug,n,5236,390,0.260813533914925,0.88543404173876,9
11381,23,r,souvenir,n,2320,390,0.58862916533558,0.882647857868538,8
11382,23,y,sustenance,n,821,390,1.66336134418824,0.904561868527127,8
11383,23,x,bathe,v,2662,390,0.513005132824397,0.908183386366122,8
11384,23,r,flank,v,2000,390,0.682809831789273,0.875483783069413,8
11385,23,r,basal,j,580,389,2.34847943913375,0.84882922760708,6
11386,23,x,detached,j,1102,389,1.23604181007039,0.910986491271143,8
11387,23,x,forgotten,j,1629,389,0.836168247205387,0.917614672154734,9
11388,23,r,grazing,j,978,389,1.39275876758443,0.76406619512138,5
11389,23,r,illusory,j,631,389,2.15866572852231,0.879531883097169,7
11390,23,x,interagency,j,641,389,2.12498919609606,0.842422439077932,6
11391,23,x,shaped,j,1234,389,1.1038233992687,0.884458778715568,8
11392,23,x,shrinking,j,1306,389,1.04296942932433,0.922548200664683,9
11393,23,x,untouched,j,1906,389,0.714647468361792,0.917533596627142,9
11394,23,x,up,j,3419,389,0.398396629042871,0.937976252887108,9
11395,23,r,aspen,n,2870,389,0.474605600939922,0.590395299601404,7
11396,23,y,disengagement,n,625,389,2.17938891951612,0.862553011444886,7
11397,23,r,graft,n,863,389,1.57835234611538,0.772839998689718,6
11398,23,x,haul,n,1673,389,0.814176972323715,0.831383923887993,8
11399,23,r,lattice,n,747,389,1.82345123788163,0.696742191748041,3
11400,23,r,seawater,n,809,389,1.68370590197475,0.74774900759375,3
11401,23,r,vertigo,n,880,389,1.54786144851997,0.763302667539868,5
11402,23,r,weevil,n,593,389,2.29699506694363,0.644365374888719,3
11403,23,y,rationally,r,739,389,1.84319089945545,0.903979936881567,9
11404,23,x,frequent,v,1332,389,1.02261116719037,0.919087922380655,9
11405,23,x,legalize,v,1432,389,0.951199772833502,0.872681587318847,7
11406,23,r,liberalize,v,622,389,2.18990044163597,0.832114880296176,4
11407,23,x,delighted,j,3198,388,0.424833172550533,0.923849527667409,9
11408,23,y,indefinite,j,868,388,1.56522636614816,0.878621310258356,7
11409,23,x,irresistible,j,1928,388,0.704676600527284,0.928677703554211,8
11410,23,r,mammalian,j,492,388,2.76141562157846,0.755751151871871,4
11411,23,r,pandemic,j,1039,388,1.30761933187354,0.782426717851917,7
11412,23,r,pre-war,j,917,388,1.48158831604864,0.85735226777315,7
11413,23,x,rebellious,j,1258,388,1.07998130828029,0.902704099991438,8
11414,23,r,cardboard,n,1406,388,0.966299065303417,0.795804811342568,8
11415,23,x,commemoration,n,729,388,1.8636714483081,0.806254296100783,5
11416,23,x,dislike,n,1182,388,1.14942173080931,0.918316880634162,9
11417,23,x,impasse,n,1029,388,1.32032700273722,0.891044715434242,8
11418,23,r,responder,n,768,388,1.7690318825737,0.779846594152525,7
11419,23,r,spectrometer,n,551,388,2.46572864939493,0.709478827540169,2
11420,23,x,surf,n,2563,388,0.530088367466486,0.854551046185704,8
11421,23,r,tribune,n,2568,388,0.529056263947276,0.852544003797785,8
11422,23,r,abate,v,936,388,1.45151333954765,0.853404292217943,9
11423,23,x,decree,v,996,388,1.3640727769243,0.893476239725162,7
11424,23,x,reassert,v,810,388,1.67730430347729,0.903745255700696,6
11425,23,x,rout,v,1166,388,1.1651942416952,0.840627107411129,8
11426,23,x,stray,v,1829,388,0.742819292409297,0.903188579231346,9
11427,23,y,subordinate,v,505,388,2.69032967488436,0.900857569106316,7
11428,23,x,triumph,v,1200,388,1.13218040484717,0.905648283772411,6
11429,23,x,adopted,j,1448,387,0.935852829375437,0.87199078709823,8
11430,23,r,boiling,j,2680,387,0.505639886916281,0.847001933019887,8
11431,23,r,bulky,j,1756,387,0.771705522172912,0.820633149809075,6
11432,23,r,first-person,j,652,387,2.07839708118962,0.781808632591708,6
11433,23,r,Franciscan,j,628,387,2.15782626900579,0.700479108577136,5
11434,23,x,head,j,4270,387,0.317357118720289,0.870261845711083,9
11435,23,x,hurt,j,4918,387,0.275541865989352,0.916408045486017,9
11436,23,r,performative,j,439,387,3.08682208869165,0.802844167603353,4
11437,23,y,prompt,j,795,387,1.70454704017061,0.916650716661432,9
11438,23,x,said,j,1864,387,0.726992970459031,0.883014658353839,8
11439,23,x,triangular,j,1085,387,1.24895382206049,0.839717203914377,7
11440,23,y1,one-fifth,m,842,387,1.60940011512546,0.909280776369105,8
11441,23,x,acronym,n,944,387,1.43550306878775,0.903790451935872,9
11442,23,x,dial,n,2679,387,0.505828628942006,0.84806477074644,8
11443,23,r,herbicide,n,876,387,1.54693481385346,0.775473516174806,4
11444,23,r,micron,n,709,387,1.91130450907706,0.744685753369569,4
11445,23,r,protectionism,n,683,387,1.98406280664075,0.830424147985565,6
11446,23,x,recruiter,n,1665,387,0.813882820982363,0.810599819768198,9
11447,23,x,rectangle,n,1689,387,0.802317878588297,0.744492401149111,6
11448,23,r,repeal,n,1039,387,1.30424917895634,0.764142385237076,6
11449,23,r,riddle,n,1400,387,0.967939212096881,0.742401474925054,8
11450,23,r,rig,n,2651,387,0.511171217252219,0.811135000698288,6
11451,23,r,robotics,n,818,387,1.65661967840542,0.747896575706505,6
11452,23,r,sunspot,n,481,387,2.81728668801587,0.631401876348538,1
11453,23,r,appraise,v,967,387,1.4013597693233,0.888269434308424,9
11454,23,x,confide,v,2384,387,0.568420678244813,0.909429752943278,9
11455,23,x,farm,v,1214,387,1.11623961856312,0.862333346107311,8
11456,23,x,pound,v,5739,387,0.236123871220706,0.919368288232924,9
11457,23,x,trump,v,1358,387,0.997875476388537,0.910706088474273,9
11458,23,r,antecedent,j,445,386,3.03733327652733,0.86894875109655,8
11459,23,y,contiguous,j,671,386,2.01432683763735,0.902227738784973,8
11460,23,r,efficacious,j,450,386,3.00358512901036,0.883828250145448,7
11461,23,x,Georgian,j,1327,386,1.0185480844421,0.649232175609229,7
11462,23,r,Caucasian,n,725,386,1.86429421800643,0.824784312191123,7
11463,23,r,comic,n,3098,386,0.436285767609639,0.6892384080923,7
11464,23,r,heroism,n,1185,386,1.14060194772545,0.866130661033835,7
11465,23,r,incline,n,1032,386,1.30970281788243,0.8353058202208,7
11466,23,r,intestine,n,1198,386,1.12822479804229,0.801757592594317,5
11467,23,r,MANOVA,n,690,386,1.95885986674589,0.810381814744009,4
11468,23,r,purchaser,n,866,386,1.56075439729176,0.808301956624663,8
11469,23,x,glide,v,3033,386,0.445635775817561,0.84992473093747,7
11470,23,y,collected,j,838,385,1.60872520187791,0.919916640767924,8
11471,23,r,diversified,j,739,385,1.8242377796667,0.859195194130902,8
11472,23,y,intangible,j,848,385,1.58975438581803,0.888385012480037,9
11473,23,x,unregulated,j,955,385,1.41163530803528,0.835881647172611,9
11474,23,x,annoyance,n,1613,385,0.835779119140541,0.753839477049259,9
11475,23,r,atonement,n,680,385,1.98251723407896,0.621077077570156,4
11476,23,y,centralization,n,454,385,2.96940907306981,0.882663783359982,7
11477,23,x,cruiser,n,2970,385,0.453909669755452,0.79598942920271,6
11478,23,x,demonstrator,n,2419,385,0.557301248108182,0.860179114288176,7
11479,23,x,importation,n,581,385,2.32032998136608,0.882547554517159,6
11480,23,r,malignancy,n,525,385,2.56783184604513,0.710634856005966,2
11481,23,y,midpoint,n,658,385,2.04880200482324,0.874494329581368,7
11482,23,y,mistrust,n,874,385,1.54246192125136,0.89690039734729,8
11483,23,r,partisan,n,1309,385,1.02987908263842,0.878718238651201,7
11484,23,r,tonsillectomy,n,411,385,3.28007717560509,0.609654373389602,1
11485,23,r,metaphorically,r,614,385,2.1956216924653,0.828244301700393,7
11486,23,x,downsize,v,1453,385,0.92781260782773,0.894157656999748,8
11487,23,x,wreak,v,1251,385,1.07762727352014,0.908467667623068,8
11488,23,y1,inasmuch,c,574,384,2.34252635939499,0.904654264175645,7
11489,23,r,age-related,j,514,384,2.6159730161337,0.843058062984742,5
11490,23,x,answering,j,2972,384,0.452426019613971,0.926041584243333,9
11491,23,y,dispersed,j,554,384,2.4270940980013,0.88921702782396,9
11492,23,y,inconclusive,j,829,384,1.62196638153525,0.925763926844261,8
11493,23,r,apprentice,n,2158,384,0.623081617373828,0.875406648108038,8
11494,23,r,femme,n,1562,384,0.860825947690603,0.712166765906135,3
11495,23,x,granite,n,3185,384,0.422169585649206,0.871283072840911,8
11496,23,x,jam,n,4581,384,0.293518910782083,0.905376262569093,8
11497,23,x,panelist,n,1888,384,0.712187569010975,0.854459276304398,9
11498,23,r,vowel,n,897,384,1.49900794904428,0.764259595215343,7
11499,23,x,eastward,r,817,384,1.64578963316123,0.852055353242459,5
11500,24,x,breach,v,1187,384,1.1327802277108,0.916462095665057,9
11501,24,r,down,j,2618,383,0.512264530714954,0.865270410490526,8
11502,24,r,hypothesized,j,389,383,3.44757979797365,0.84642809469812,5
11503,24,r,imperialist,j,547,383,2.451752360899,0.82093679503319,5
11504,24,x,insane,j,3484,383,0.384933565273178,0.904856296394341,8
11505,24,r,post,j,402,383,3.33609089903421,0.833587862044522,5
11506,24,r,postmodernist,j,506,383,2.65041213717737,0.80743241516494,5
11507,24,x,reckless,j,2142,383,0.626101093096056,0.894546471856173,9
11508,24,r,bloodstream,n,1035,383,1.29575704484227,0.819174516360698,5
11509,24,r,physiologist,n,571,383,2.34870147357575,0.798820621094396,4
11510,24,x,wallet,n,4697,383,0.285524492529647,0.905133790997927,8
11511,24,r,domestically,r,1004,383,1.33576547949378,0.878054759693542,7
11512,24,r,indoors,r,2321,383,0.577814968294593,0.8651681148508,7
11513,24,x,wrongly,r,1245,383,1.07719561559177,0.90832496144723,9
11514,24,x,marvel,v,2482,383,0.540333820069199,0.923310994700721,9
11515,24,x,sniff,v,4253,383,0.315332363369798,0.885158505494919,9
11516,24,y1,respecting,i,809,382,1.65340785232482,0.894746678132759,8
11517,24,r,baccalaureate,j,446,382,2.99911872764749,0.750031763972483,6
11518,24,r,cinematic,j,1106,382,1.20940954116707,0.834664696479291,7
11519,24,y,consultative,j,465,382,2.87657409146404,0.877127738101159,8
11520,24,x,improbable,j,1389,382,0.962999965824896,0.906905085122441,8
11521,24,y,justified,j,724,382,1.84752341509776,0.892466965847258,8
11522,24,r,maladaptive,j,399,382,3.35239837727013,0.834246085384729,5
11523,24,x,nomadic,j,740,382,1.80757696287943,0.857685474359785,6
11524,24,r,nude,j,2557,382,0.523115742092601,0.827968305837814,8
11525,24,r,salivary,j,429,382,3.11796492431417,0.669453761520008,2
11526,24,y,unsatisfactory,j,737,382,1.81493480669034,0.932646795918752,8
11527,24,r,chill,n,6273,382,0.21323241710996,0.886448731464105,8
11528,24,x,cutter,n,3121,382,0.428582810807684,0.844909366893171,8
11529,24,x,distinctiveness,n,438,382,3.05389715189676,0.881491557971068,6
11530,24,y,fallacy,n,755,382,1.77166483778911,0.909931844162028,8
11531,24,x,incompetence,n,1151,382,1.16212593616923,0.906607804265771,8
11532,24,r,nylon,n,2245,382,0.595816014490325,0.803909990783776,6
11533,24,r,occupancy,n,1242,382,1.07697822264958,0.828452377887917,6
11534,24,r,relapse,n,713,382,1.87602658138959,0.77503682222342,5
11535,24,r,rendition,n,1441,382,0.928249099604983,0.88687673867807,7
11536,24,r,southerner,n,1187,382,1.12688033069147,0.786743837021053,4
11537,24,x,stealth,n,1371,382,0.975643291415595,0.821678363751511,6
11538,24,x,rearrange,v,1733,382,0.771844750450537,0.912428541681391,8
11539,24,r,scar,v,1834,382,0.729338578261058,0.883377796075879,8
11540,24,r,contemplative,j,776,381,1.71920794284769,0.782702233891512,5
11541,24,y,infrequent,j,751,381,1.77643856677738,0.909715589775888,8
11542,24,r,masked,j,1148,381,1.16211268610611,0.858452153387717,8
11543,24,r,stratified,j,429,381,3.10980271247042,0.884707291612656,7
11544,24,r,tonal,j,705,381,1.89234803354583,0.789409874267684,5
11545,24,r,vernacular,j,569,381,2.3446491452545,0.853043389261722,6
11546,24,r,antithesis,n,721,381,1.85035417981943,0.872206762455315,7
11547,24,x,attacker,n,2233,381,0.59744978219875,0.879276311671243,6
11548,24,r,cloak,n,2332,381,0.572086348048803,0.869088543066247,6
11549,24,r,motivator,n,738,381,1.80773084505394,0.869301571899359,9
11550,24,r,resettlement,n,663,381,2.01222528453968,0.804720057241423,7
11551,24,x,sunshine,n,3509,381,0.380195315944659,0.877599229555747,9
11552,24,r,wrap,n,3781,381,0.352844581764033,0.849067838181694,8
11553,24,x,popularize,v,911,381,1.46444057480769,0.912856611013111,9
11554,24,r,diabetic,j,842,380,1.58028951872784,0.797568393773718,4
11555,24,r,flowering,j,1128,380,1.17961327550429,0.74321737753869,6
11556,24,x,pre-emptive,j,1028,380,1.29436164860782,0.854824330633957,7
11557,24,x,unused,j,1475,380,0.902104254080569,0.880078822820851,9
11558,24,r,urinary,j,667,380,1.99490820804923,0.742128798187051,4
11559,24,x,virgin,j,1760,380,0.756024872027749,0.883575206744134,8
11560,24,r,Zulu,j,710,380,1.87408982361808,0.59798935106144,4
11561,24,r,fatality,n,1671,380,0.796291905905948,0.872423856014725,8
11562,24,x,homestead,n,1583,380,0.840558291073177,0.748703136500808,8
11563,24,r,Iranian,n,2124,380,0.626461287555951,0.82001985162778,6
11564,24,r,mestizo,n,470,380,2.8310718612103,0.746626370626173,4
11565,24,r,methamphetamine,n,811,380,1.6406951600109,0.50283897960603,3
11566,24,r,payout,n,996,380,1.33594756502895,0.754140389165061,5
11567,24,r,pelvis,n,916,380,1.45262420826292,0.7724441529142,4
11568,24,x,downtown,r,5896,380,0.22567906627694,0.907584791165814,8
11569,24,y,expert,j,812,379,1.63436229789146,0.901256120485348,9
11570,24,x,lowered,j,894,379,1.48445434663073,0.931270259251403,9
11571,24,x,savvy,j,1728,379,0.76799895016659,0.915053278855211,9
11572,24,r,transcendental,j,620,379,2.14048739659334,0.825304774467227,5
11573,24,r,adaptability,n,568,379,2.33644751036597,0.862002955808585,8
11574,24,x,borderline,n,1067,379,1.24376962126323,0.839810094264333,9
11575,24,x,drilling,n,1396,379,0.950646264962657,0.745352058017386,7
11576,24,r,drop-off,n,1037,379,1.27975138465561,0.585978715853733,6
11577,24,r,malnutrition,n,874,379,1.51842355364745,0.87648622834196,6
11578,24,r,nutritionist,n,1035,379,1.28222433419118,0.767622043141272,6
11579,24,r,scattering,n,831,379,1.59699420684461,0.720092267664785,5
11580,24,r,varsity,n,1553,379,0.854541008298692,0.706921097037891,3
11581,24,x,patrol,v,2563,379,0.517792503272676,0.872448382556175,7
11582,24,r,secrete,v,713,379,1.86129338834203,0.831332709042948,5
11583,24,r,armored,j,2280,378,0.580526577634604,0.802877388317412,6
11584,24,r,postdoctoral,j,472,378,2.80423855298072,0.788200820655672,7
11585,24,x,sliding,j,1872,378,0.707051600965223,0.820188893732422,8
11586,24,r,vertebrate,j,458,378,2.88995763538624,0.684368563951519,2
11587,24,x,archipelago,n,779,378,1.69910217844274,0.837733350306344,6
11588,24,r,catechism,n,604,378,2.19139171689884,0.736609163350115,5
11589,24,r,destroyer,n,1227,378,1.07872909291516,0.81495159917631,7
11590,24,x,essential,n,1262,378,1.04881188352369,0.928596203492027,9
11591,24,x,ferry,n,3720,378,0.355806612098628,0.852334043795785,8
11592,24,r,locomotive,n,1184,378,1.1179059096342,0.720673633046886,7
11593,24,x,preserve,n,1494,378,0.885944174703412,0.867680465635653,9
11594,24,r,proprietor,n,1385,378,0.955668301088013,0.737296235240896,8
11595,24,r,pulpit,n,1594,378,0.830364239025657,0.814035965674656,5
11596,24,r,trafficker,n,1430,378,0.925594823081747,0.772820210522385,4
11597,24,x,gauge,v,1117,378,1.18496024799185,0.90615428385996,9
11598,24,r,adversarial,j,706,377,1.86982862340783,0.882641676305914,8
11599,24,r,mandated,j,603,377,2.18921891894847,0.885900065730238,9
11600,24,r,Yugoslav,j,1557,377,0.847847789419349,0.748702375546594,4
11601,24,r,encryption,n,714,377,1.84887816264135,0.6934200432154,5
11602,24,y,grounding,n,702,377,1.8804829175583,0.907993214950334,8
11603,24,r,hallucination,n,1075,377,1.22799907732644,0.797107406898228,8
11604,24,r,magisterium,n,409,377,3.22762593673821,0.555690922040942,1
11605,24,x,menace,n,1776,377,0.743298991061896,0.901517712746843,8
11606,24,x,overhead,n,1290,377,1.0233325644387,0.862953010627765,8
11607,24,x,plutonium,n,1418,377,0.930958397832107,0.787448318771037,5
11608,24,x,puberty,n,1041,377,1.26810663604796,0.880300628152835,8
11609,24,r,telegraph,n,1438,377,0.918010436805234,0.857533899779356,8
11610,24,x,thunder,n,3476,377,0.37977531879342,0.89832062729003,9
11611,24,r,vole,n,530,377,2.49075284552062,0.440830424014831,2
11612,24,x,whistle,n,3450,377,0.382637393659689,0.874894787983569,8
11613,24,x,politicize,v,935,377,1.41187059692613,0.885154220825018,6
11614,24,x,shore,v,1934,377,0.682574461285381,0.917449482817825,9
11615,24,r,thy,a,1697,376,0.775838196372986,0.864386606796704,7
11616,24,x,born,j,1437,376,0.916212539488487,0.889885836203877,8
11617,24,y,contrary,j,779,376,1.69011221982665,0.907695548319479,8
11618,24,r,feeding,j,1409,376,0.934419743963773,0.776155051421151,7
11619,24,r,non-hispanic,j,517,376,2.54661009525137,0.791714336340508,6
11620,24,x,pre-eminent,j,906,376,1.45319803448671,0.910448813758848,8
11621,24,y,succeeding,j,732,376,1.79863035415978,0.918740181066208,8
11622,24,x,world-class,j,1870,376,0.704062791040084,0.89527954584735,9
11623,24,r,bison,n,1461,376,0.901161820153975,0.774214251837667,6
11624,24,r,brace,n,1981,376,0.664612528644602,0.795142339899066,8
11625,24,r,lettuce,n,3492,376,0.37703247973796,0.819970824542943,6
11626,24,r,preschooler,n,1438,376,0.915575395858801,0.817018172118569,6
11627,24,r,sac,n,878,376,1.49954147977786,0.799162205357741,8
11628,24,r,statehood,n,850,376,1.54893814028818,0.786123059542449,5
11629,24,r,tutorial,n,674,376,1.95340863389459,0.846196677285516,9
11630,24,y,definitively,r,772,376,1.70543707156082,0.912713933053882,8
11631,24,r,cough,v,3965,376,0.332054834614113,0.840354824813221,9
11632,24,x,err,v,955,376,1.3786360410942,0.895143027098338,9
11633,24,x,factor,v,1005,376,1.31004718332831,0.909732810091767,9
